STATION,POINT ID,DATE,PH,NA,NO3 and NO2,PO4,NH4,SO4,NH4
A2R001Q01,90240,28/02/2007,8.993,47.183,0.307,0.313,0.438,0.4075,0.0243
A2R001Q01,90240,28/02/2007,8.32,45.089,0.04,0.13,1.495,0.3804,0.0831
A2R001Q01,90240,28/02/2007,7.43,42.128,3.089,0.791,0.065,0.3225,0.0036
A2R001Q01,90240,14/03/2007,9.291,54.589,0.17,0.297,0.108,0.4653,0.006
A2R001Q01,90240,14/03/2007,9.319,52.303,0.162,0.346,0.143,0.4856,0.0079
A2R001Q01,90240,14/03/2007,9.29,50.942,0.179,0.251,0.136,0.3896,0.0076
A2R001Q01,90240,14/03/2007,9.338,50.21,0.134,0.232,0.12,0.4119,0.0067
A2R001Q01,90240,14/03/2007,9.379,48.866,0.161,0.213,0.147,0.4427,0.0082
A2R001Q01,90240,14/03/2007,9.308,49.076,0.229,0.263,0.182,0.4481,0.0101
A2R001Q01,90240,14/03/2007,9.003,48.031,0.206,0.337,0.605,0.4163,0.0336
A2R001Q01,90240,14/03/2007,8.474,47.757,0.123,0.567,1.689,0.4406,0.0938
A2R001Q01,90240,28/03/2007,7.739,50.121,0.04,0.265,0.133,0.4548,0.0074
A2R001Q01,90240,28/03/2007,7.783,51.013,0.087,0.499,16.681,0.468,0.9267
A2R001Q01,90240,28/03/2007,9.119,49.284,0.131,0.281,0.232,0.4594,0.0129
A2R001Q01,90240,28/03/2007,9,48.624,0.091,0.281,0.247,0.424,0.0137
A2R001Q01,90240,28/03/2007,9.055,48.967,0.123,0.291,0.291,0.4412,0.0162
A2R001Q01,90240,28/03/2007,9.105,49.351,0.131,0.283,0.252,0.4414,0.014
A2R001Q01,90240,28/03/2007,8.993,49.091,0.082,0.285,0.258,0.414,0.0143
A2R001Q01,90240,28/03/2007,8.821,47.449,0.242,0.309,0.784,0.4086,0.0436
A2R001Q01,90240,12/04/2007,8.632,47.209,0.435,0.276,0.121,0.4969,0.0067
A2R001Q01,90240,12/04/2007,8.875,47.291,0.377,0.282,0.114,0.4711,0.0063
A2R001Q01,90240,12/04/2007,8.675,46.882,0.411,0.348,0.075,0.4522,0.0042
A2R001Q01,90240,12/04/2007,8.956,46.216,0.405,0.328,0.078,0.4359,0.0043
A2R001Q01,90240,12/04/2007,8.796,44.695,0.417,0.328,0.088,0.4445,0.0049
A2R001Q01,90240,12/04/2007,8.425,45.648,0.33,0.308,0.073,0.4199,0.0041
A2R001Q01,90240,12/04/2007,8.858,44.036,0.435,0.337,0.101,0.4404,0.0056
A2R001Q01,90240,12/04/2007,8.717,47.339,0.555,0.315,0.268,0.4426,0.0149
A2R001Q01,90240,25/04/2007,7.474,49.869,0.685,0.907,1.995,0.4493,0.1108
A2R001Q01,90240,25/04/2007,7.141,52.023,0.089,0.488,3.795,0.5401,0.2108
A2R001Q01,90240,25/04/2007,7.405,51.14,0.245,0.5,0.02,0.4555,0.0011
A2R001Q01,90240,25/04/2007,8.46,51.378,0.6,0.398,0.152,0.4263,0.0084
A2R001Q01,90240,25/04/2007,8.653,47.447,0.757,0.293,0.159,0.4695,0.0088
A2R001Q01,90240,25/04/2007,8.55,44.824,0.749,0.306,0.143,0.4683,0.0079
A2R001Q01,90240,25/04/2007,8.64,49.575,0.789,0.297,0.134,0.416,0.0074
A2R001Q01,90240,25/04/2007,8.415,50.566,0.782,0.295,0.167,0.4604,0.0093
A2R001Q01,90240,09/05/2007,8.992,47.61,0.738,0.269,0.07,0.4339,0.0039
A2R001Q01,90240,09/05/2007,8.801,49.492,0.805,0.275,0.09,0.4318,0.005
A2R001Q01,90240,09/05/2007,9.006,48.08,0.781,0.224,0.071,0.4179,0.0039
A2R001Q01,90240,09/05/2007,8.838,47.863,0.779,0.226,0.071,0.4148,0.0039
A2R001Q01,90240,09/05/2007,8.788,48.593,0.819,0.294,0.095,0.4091,0.0053
A2R001Q01,90240,09/05/2007,8.257,48.837,0.774,0.277,0.059,0.4088,0.0033
A2R001Q01,90240,09/05/2007,8.606,47.838,0.887,0.298,0.089,0.4954,0.0049
A2R001Q01,90240,09/05/2007,8.543,48.064,0.844,0.236,0.126,0.4218,0.007
A2R001Q01,90240,23/05/2007,8.458,50.808,0.877,0.33,0.095,0.425,0.0053
A2R001Q01,90240,23/05/2007,8.663,48.439,0.897,0.294,0.093,0.4335,0.0052
A2R001Q01,90240,23/05/2007,8.697,48.638,0.879,0.33,0.085,0.4262,0.0047
A2R001Q01,90240,23/05/2007,8.612,50.168,0.893,0.272,0.109,0.4432,0.0061
A2R001Q01,90240,23/05/2007,8.664,48.75,0.881,0.253,0.088,0.4074,0.0049
A2R001Q01,90240,23/05/2007,8.66,48.717,0.892,0.247,0.098,0.4238,0.0054
A2R001Q01,90240,23/05/2007,8.572,48.83,0.879,0.279,0.1,0.4139,0.0056
A2R001Q01,90240,23/05/2007,8.613,48.682,0.906,0.27,0.084,0.4365,0.0047
A2R001Q01,90240,06/06/2007,8.359,48.067,0.877,0.256,0.103,0.4277,0.0057
A2R001Q01,90240,06/06/2007,8.096,47.592,0.843,0.327,0.146,0.4756,0.0081
A2R001Q01,90240,06/06/2007,8.158,47.702,0.918,0.304,0.102,0.4017,0.0057
A2R001Q01,90240,06/06/2007,8.079,47.233,0.879,0.25,0.105,0.4255,0.0058
A2R001Q01,90240,06/06/2007,8.353,47.939,0.838,0.249,0.104,0.403,0.0058
A2R001Q01,90240,06/06/2007,8.671,49.21,0.863,0.242,0.098,0.4464,0.0054
A2R001Q01,90240,06/06/2007,8.565,47.955,0.837,0.255,0.163,0.4297,0.0091
A2R001Q01,90240,06/06/2007,8.396,50.996,0.878,0.284,0.127,0.445,0.0071
A2R001Q01,90240,20/06/2007,8.705,49.198,1.11,0.199,0.09,0.4386,0.005
A2R001Q01,90240,20/06/2007,7.82,50.923,1.012,0.436,0.081,0.5256,0.0045
A2R001Q01,90240,20/06/2007,8.702,50.169,1.128,0.292,0.072,0.468,0.004
A2R001Q01,90240,20/06/2007,8.667,50.236,1.151,0.245,0.09,0.4276,0.005
A2R001Q01,90240,20/06/2007,8.396,49.542,1.152,0.271,0.1,0.4531,0.0056
A2R001Q01,90240,20/06/2007,8.95,52.167,1.092,0.275,0.065,0.4621,0.0036
A2R001Q01,90240,20/06/2007,8.739,50.239,1.168,0.263,0.09,0.4658,0.005
A2R001Q01,90240,20/06/2007,8.029,51.014,1.423,0.308,0.259,0.4992,0.0144
A2R001Q01,90240,04/07/2007,8.794,50.193,1.254,0.224,0.082,0.4495,0.0046
A2R001Q01,90240,04/07/2007,8.598,51.387,1.17,0.231,0.136,0.542,0.0076
A2R001Q01,90240,04/07/2007,8.777,50.472,1.203,0.24,0.052,0.4637,0.0029
A2R001Q01,90240,04/07/2007,8.765,52.137,1.178,0.208,0.089,0.4694,0.0049
A2R001Q01,90240,04/07/2007,8.838,50.553,1.228,0.247,0.074,0.4459,0.0041
A2R001Q01,90240,04/07/2007,8.8,51.695,1.201,0.236,0.097,0.4689,0.0054
A2R001Q01,90240,04/07/2007,8.66,50.993,1.227,0.244,0.079,0.4475,0.0044
A2R001Q01,90240,04/07/2007,8.293,52.805,1.216,0.236,0.109,0.5037,0.0061
A2R001Q01,90240,18/07/2007,8.137,48.638,1.175,0.254,0.083,0.5562,0.0046
A2R001Q01,90240,18/07/2007,8.613,46.633,1.225,0.224,0.053,0.5646,0.0029
A2R001Q01,90240,18/07/2007,8.8,49.188,1.18,0.214,0.073,0.5342,0.0041
A2R001Q01,90240,18/07/2007,8.677,46.545,1.219,0.235,0.067,0.5486,0.0037
A2R001Q01,90240,18/07/2007,8.659,47.954,1.309,0.232,0.055,0.5313,0.0031
A2R001Q01,90240,18/07/2007,8.408,47.85,1.416,0.227,0.069,0.5347,0.0038
A2R001Q01,90240,01/08/2007,8.961,49.42,1.387,0.222,0.127,0.5011,0.0071
A2R001Q01,90240,01/08/2007,8.925,49.852,1.359,0.241,0.108,0.4895,0.006
A2R001Q01,90240,01/08/2007,8.923,49.531,1.339,0.22,0.119,0.5005,0.0066
A2R001Q01,90240,01/08/2007,8.884,48.981,1.299,0.237,0.106,0.5097,0.0059
A2R001Q01,90240,01/08/2007,8.407,49.054,1.316,0.197,0.11,0.5636,0.0061
A2R001Q01,90240,01/08/2007,8.796,48.945,1.318,0.218,0.137,0.506,0.0076
A2R001Q01,90240,01/08/2007,8.904,49.182,1.32,0.217,0.124,0.5066,0.0069
A2R001Q01,90240,01/08/2007,8.894,48.913,1.355,0.215,0.152,0.4986,0.0084
A2R001Q01,90240,15/08/2007,9,52.948,1.056,0.167,0.072,0.4778,0.004
A2R001Q01,90240,15/08/2007,9.089,52.99,1.13,0.165,0.065,0.4591,0.0036
A2R001Q01,90240,15/08/2007,9.036,53.319,1.072,0.184,0.067,0.4631,0.0037
A2R001Q01,90240,15/08/2007,9.086,51.485,1.078,0.181,0.074,0.5118,0.0041
A2R001Q01,90240,15/08/2007,9.063,48.914,0.964,0.192,0.102,0.494,0.0057
A2R001Q01,90240,15/08/2007,8.947,53.981,1.123,0.171,0.06,0.4729,0.0033
A2R001Q01,90240,15/08/2007,9.031,54.405,1.06,0.218,0.043,0.4915,0.0024
A2R001Q01,90240,15/08/2007,8.397,50.245,1.547,0.229,0.167,0.5057,0.0093
A2R001Q01,90240,29/08/2007,8.83,51.083,1.588,0.221,0.114,0.4529,0.0063
A2R001Q01,90240,29/08/2007,8.727,51.677,1.551,0.231,0.148,0.5199,0.0082
A2R001Q01,90240,29/08/2007,8.848,53.501,1.687,0.211,0.094,0.4889,0.0052
A2R001Q01,90240,29/08/2007,8.811,53.842,1.639,0.233,0.064,0.4666,0.0036
A2R001Q01,90240,29/08/2007,8.936,53.757,1.513,0.221,0.096,0.4682,0.0053
A2R001Q01,90240,29/08/2007,8.985,53.381,1.502,0.214,0.126,0.4827,0.007
A2R001Q01,90240,29/08/2007,8.911,52.635,1.463,0.21,0.121,0.485,0.0067
A2R001Q01,90240,29/08/2007,8.537,52.282,1.648,0.24,0.134,0.5407,0.0074
A2R001Q01,90240,12/09/2007,8.61,53.115,1.817,0.282,0.228,0.4645,0.0127
A2R001Q01,90240,12/09/2007,8.782,54.816,2.012,0.258,0.19,0.4982,0.0106
A2R001Q01,90240,12/09/2007,8.805,56.34,1.973,0.256,0.205,0.5217,0.0114
A2R001Q01,90240,12/09/2007,8.623,55.025,2.015,0.275,0.213,0.5417,0.0118
A2R001Q01,90240,12/09/2007,8.666,55.389,1.658,0.242,0.316,0.529,0.0176
A2R001Q01,90240,12/09/2007,8.5,53.682,1.577,0.218,0.273,0.5412,0.0152
A2R001Q01,90240,12/09/2007,8.675,54.123,1.526,0.267,0.377,0.5071,0.0209
A2R001Q01,90240,12/09/2007,8.512,49.56,1.314,0.32,0.556,0.4214,0.0309
A2R001Q01,90240,27/09/2007,8.44,58.673,0.04,0.294,0.276,0.4935,0.0153
A2R001Q01,90240,27/09/2007,8.648,59.36,1.969,0.039,0.249,0.5169,0.0138
A2R001Q01,90240,27/09/2007,8.626,54.249,1.851,0.343,0.223,0.5159,0.0124
A2R001Q01,90240,27/09/2007,8.547,53.951,1.982,0.357,0.249,0.5303,0.0138
A2R001Q01,90240,27/09/2007,8.536,52.651,1.671,0.359,0.444,0.507,0.0247
A2R001Q01,90240,27/09/2007,8.571,51.777,1.384,0.366,0.578,0.5075,0.0321
A2R001Q01,90240,27/09/2007,8.45,55.76,1.182,0.39,0.959,0.4963,0.0533
A2R001Q01,90240,10/10/2007,8.441,52.212,1.732,0.317,0.48,0.5192,0.0267
A2R001Q01,90240,10/10/2007,8.498,53.991,2.014,0.35,0.421,0.4556,0.0234
A2R001Q01,90240,10/10/2007,8.366,49.278,1.88,0.296,0.436,0.5763,0.0242
A2R001Q01,90240,10/10/2007,8.451,50.818,1.968,0.328,0.445,0.5142,0.0247
A2R001Q01,90240,10/10/2007,7.674,52.726,1.945,0.247,0.157,0.5071,0.0087
A2R001Q01,90240,10/10/2007,8.478,50.674,1.898,0.313,0.44,0.5016,0.0244
A2R001Q01,90240,10/10/2007,8.403,53.017,1.372,0.381,0.978,0.4974,0.0543
A2R001Q01,90240,10/10/2007,8.62,51.702,1.003,0.389,1.117,0.4696,0.0621
A2R001Q01,90240,24/10/2007,8.239,45.278,2.251,0.33,0.516,0.5107,0.0287
A2R001Q01,90240,24/10/2007,8.325,48.266,2.265,0.32,0.446,0.4988,0.0248
A2R001Q01,90240,24/10/2007,8.294,36.669,2.174,0.323,0.485,0.4437,0.0269
A2R001Q01,90240,24/10/2007,8.255,40.519,2.28,0.35,0.48,0.4503,0.0267
A2R001Q01,90240,24/10/2007,8.267,37.393,2.296,0.336,0.525,0.4516,0.0292
A2R001Q01,90240,24/10/2007,8.23,43.477,1.919,0.34,0.677,0.4755,0.0376
A2R001Q01,90240,24/10/2007,8.304,40.416,1.414,0.382,1.043,0.4416,0.0579
A2R001Q01,90240,24/10/2007,8.269,51.763,0.925,0.436,1.628,0.4749,0.0904
A2R001Q01,90240,07/11/2007,8.18,50.125,2.385,0.289,0.37,0.4877,0.0206
A2R001Q01,90240,07/11/2007,8.073,49.991,2.366,0.33,0.402,0.4953,0.0223
A2R001Q01,90240,07/11/2007,8.155,50.953,2.305,0.329,0.494,0.5085,0.0274
A2R001Q01,90240,07/11/2007,8.15,51.625,1.689,0.38,1.123,0.4982,0.0624
A2R001Q01,90240,07/11/2007,7.449,51.131,1.074,0.205,0.344,0.5089,0.0191
A2R001Q01,90240,07/11/2007,8.194,51.038,2.425,0.315,0.403,0.5144,0.0224
A2R001Q01,90240,07/11/2007,8.002,50.767,2.412,0.364,0.575,0.4975,0.0319
A2R001Q01,90240,07/11/2007,8.239,49.111,2.351,0.309,0.303,0.4828,0.0168
A2R001Q01,90240,21/11/2007,8.832,52.455,2.232,0.266,0.095,0.4737,0.0053
A2R001Q01,90240,21/11/2007,8.581,50.562,2.445,0.29,0.168,0.4987,0.0093
A2R001Q01,90240,21/11/2007,8.8,51.73,2.388,0.283,0.1,0.4866,0.0056
A2R001Q01,90240,21/11/2007,8.801,51.244,2.366,0.268,0.076,0.4882,0.0042
A2R001Q01,90240,21/11/2007,8.815,50.882,2.485,0.276,0.095,0.4881,0.0053
A2R001Q01,90240,21/11/2007,7.977,46.642,2.293,0.334,0.544,0.4949,0.0302
A2R001Q01,90240,21/11/2007,8.133,46.249,2.029,0.36,0.682,0.471,0.0379
A2R001Q01,90240,21/11/2007,8.368,52.951,1.222,0.44,1.586,0.4816,0.0881
A2R001Q01,90240,05/12/2007,8.533,54.557,2.321,0.299,0.152,0.4337,0.0084
A2R001Q01,90240,05/12/2007,8.399,50.154,2.404,0.313,0.148,0.4713,0.0082
A2R001Q01,90240,05/12/2007,8.494,46.701,2.38,0.314,0.127,0.446,0.0071
A2R001Q01,90240,05/12/2007,8.464,47.232,2.403,0.341,0.13,0.4409,0.0072
A2R001Q01,90240,05/12/2007,8.444,56.032,2.336,0.328,0.165,0.4564,0.0092
A2R001Q01,90240,05/12/2007,8.273,62.145,2.284,0.342,0.182,0.5322,0.0101
A2R001Q01,90240,05/12/2007,8.346,47.477,1.439,0.439,0.931,0.4384,0.0517
A2R001Q01,90240,05/12/2007,7.977,51.991,1.094,0.487,1.409,0.4619,0.0783
A2R001Q01,90240,20/12/2007,8.245,46.269,2.403,0.332,0.102,0.5265,0.0057
A2R001Q01,90240,20/12/2007,8.313,45.658,2.432,0.369,0.106,0.467,0.0059
A2R001Q01,90240,20/12/2007,8.466,48.293,2.416,0.352,0.163,0.4986,0.0091
A2R001Q01,90240,20/12/2007,8.267,48.753,2.439,0.332,0.105,0.5238,0.0058
A2R001Q01,90240,20/12/2007,8.147,47.848,2.41,0.329,0.125,0.5615,0.0069
A2R001Q01,90240,20/12/2007,8.095,47.618,2.663,0.382,0.135,0.5173,0.0075
A2R001Q01,90240,20/12/2007,7.603,47.439,2.14,0.366,0.374,0.5475,0.0208
A2R001Q01,90240,20/12/2007,8.048,49.791,0.738,0.563,1.779,0.4707,0.0988
A2R001Q01,90240,02/01/2008,8.791,45.952,1.999,0.305,0.124,0.5665,0.0069
A2R001Q01,90240,03/01/2008,8.774,45.915,2.104,0.31,0.113,0.4895,0.0063
A2R001Q01,90240,03/01/2008,8.987,51.137,2.122,0.303,0.106,0.4548,0.0059
A2R001Q01,90240,03/01/2008,8.873,48.057,2.047,0.306,0.11,0.5655,0.0061
A2R001Q01,90240,03/01/2008,9.072,48.527,2.02,0.318,0.109,0.5544,0.0061
A2R001Q01,90240,03/01/2008,8.211,46.585,2.401,0.359,0.215,0.5448,0.0119
A2R001Q01,90240,03/01/2008,8.206,48.188,1.868,0.502,0.908,0.5386,0.0504
A2R001Q01,90240,03/01/2008,8.295,44.956,1.298,0.572,1.531,0.4473,0.0851
A2R001Q01,90240,16/01/2008,9.401,46.462,1.072,0.265,0.118,0.4469,0.0066
A2R001Q01,90240,16/01/2008,9.518,49.246,0.998,0.305,0.125,0.5353,0.0069
A2R001Q01,90240,16/01/2008,9.454,47.088,1.065,0.271,0.095,0.5559,0.0053
A2R001Q01,90240,16/01/2008,8.996,47.592,1.251,0.294,0.096,0.5316,0.0053
A2R001Q01,90240,16/01/2008,7.977,43.163,2.317,0.428,0.162,0.4568,0.009
A2R001Q01,90240,16/01/2008,7.962,42.94,1.74,0.595,0.933,0.4638,0.0518
A2R001Q01,90240,16/01/2008,8.072,46.421,1.495,0.724,1.321,0.526,0.0734
A2R001Q01,90240,16/01/2008,9.471,50.288,1.007,0.266,0.081,0.7702,0.0045
A2R001Q01,90240,30/01/2008,9.146,42.182,0.918,0.201,0.124,0.563,0.0069
A2R001Q01,90240,30/01/2008,9.505,42.055,0.867,0.239,0.058,0.4615,0.0032
A2R001Q01,90240,30/01/2008,9.305,43.701,0.887,0.254,0.078,0.4691,0.0043
A2R001Q01,90240,30/01/2008,9.303,46.241,0.919,0.25,0.049,0.4963,0.0027
A2R001Q01,90240,30/01/2008,9.256,45.45,1.022,0.252,0.082,0.492,0.0046
A2R001Q01,90240,30/01/2008,8.312,42.309,2.037,0.341,0.07,0.4361,0.0039
A2R001Q01,90240,30/01/2008,8.088,40.113,1.768,0.333,0.414,0.4683,0.023
A2R001Q01,90240,30/01/2008,8.061,37.433,1.507,0.421,1.231,0.4179,0.0684
A2R001Q01,90240,13/02/2008,8.093,45.943,0.533,0.302,0.612,0.4902,0.034
A2R001Q01,90240,13/02/2008,8.241,41.284,0.782,0.373,0.584,0.465,0.0324
A2R001Q01,90240,13/02/2008,9.512,39.562,0.581,0.205,0.075,0.4926,0.0042
A2R001Q01,90240,13/02/2008,9.391,44.027,0.59,0.216,0.084,0.4733,0.0047
A2R001Q01,90240,13/02/2008,9.217,39.998,0.616,0.221,0.086,0.487,0.0048
A2R001Q01,90240,13/02/2008,8.172,39.201,1.924,0.372,0.316,0.4423,0.0176
A2R001Q01,90240,13/02/2008,8.224,37.531,1.689,0.357,0.715,0.3789,0.0397
A2R001Q01,90240,13/02/2008,8.171,35.789,1.751,0.412,1.221,0.4331,0.0678
A2R001Q01,90240,27/02/2008,9.293,39.377,0.829,0.257,0.15,0.4811,0.0083
A2R001Q01,90240,27/02/2008,9.423,40.753,0.976,0.323,0.128,0.4739,0.0071
A2R001Q01,90240,27/02/2008,9.368,39.3,0.772,0.238,0.094,0.5631,0.0052
A2R001Q01,90240,27/02/2008,9.361,40.205,0.809,0.277,0.138,0.55,0.0077
A2R001Q01,90240,27/02/2008,8.57,38.806,1.349,0.349,0.424,0.4876,0.0236
A2R001Q01,90240,27/02/2008,8.364,37.401,1.475,0.355,0.437,0.482,0.0243
A2R001Q01,90240,27/02/2008,8.125,36.418,1.401,0.428,0.949,0.4912,0.0527
A2R001Q01,90240,27/02/2008,8.186,37.372,1.417,0.417,1.118,0.4441,0.0621
A2R001Q01,90240,27/02/2008,7.587,38.648,1.88,0.234,0.738,0.4296,0.041
A2R001Q01,90240,12/03/2008,9.007,41.36,0.54,0.336,0.156,0.5809,0.0087
A2R001Q01,90240,12/03/2008,8.236,42.106,0.484,0.374,0.126,0.4842,0.007
A2R001Q01,90240,12/03/2008,9.013,38.516,0.516,0.189,0.155,0.4737,0.0086
A2R001Q01,90240,12/03/2008,9.099,38.989,0.5,0.268,0.148,0.5081,0.0082
A2R001Q01,90240,12/03/2008,8.634,37.501,0.566,0.203,0.164,0.5084,0.0091
A2R001Q01,90240,12/03/2008,8.626,39.52,0.518,0.276,0.236,0.5866,0.0131
A2R001Q01,90240,12/03/2008,8.459,41.804,0.654,0.301,0.379,0.4556,0.0211
A2R001Q01,90240,27/03/2008,7.638,42.593,6.137,0.722,0.087,0.4863,0.0048
A2R001Q01,90240,27/03/2008,9.281,40.683,0.708,0.258,0.62,0.427,0.0344
A2R001Q01,90240,27/03/2008,9.121,43.041,0.777,0.271,0.108,0.4714,0.006
A2R001Q01,90240,27/03/2008,8.887,41.745,0.746,0.203,0.086,0.4459,0.0048
A2R001Q01,90240,27/03/2008,8.207,40.901,1.276,0.394,0.432,0.4383,0.024
A2R001Q01,90240,27/03/2008,7.833,35.651,1.552,0.327,0.593,0.4134,0.0329
A2R001Q01,90240,10/04/2008,8.362,35.699,1.01,0.246,0.075,0.5167,0.0042
A2R001Q01,90240,10/04/2008,8.23,39.672,0.99,0.264,0.109,0.4598,0.0061
A2R001Q01,90240,10/04/2008,8.198,32.755,0.937,0.194,0.096,0.5246,0.0053
A2R001Q01,90240,10/04/2008,8.086,36.54,1.202,0.267,0.259,0.4603,0.0144
A2R001Q01,90240,10/04/2008,8.538,29.872,1.01,0.252,0.098,0.4571,0.0054
A2R001Q01,90240,10/04/2008,8.04,34.733,1.041,0.262,0.125,0.4654,0.0069
A2R001Q01,90240,10/04/2008,8.238,37.685,1.003,0.296,0.129,0.4283,0.0072
A2R001Q01,90240,10/04/2008,7.87,30.53,1.115,0.249,0.221,0.4245,0.0123
A2R001Q01,90240,23/04/2008,8.137,37.31,1.109,0.332,0.093,0.5487,0.0052
A2R001Q01,90240,23/04/2008,8.333,37.739,1.19,0.255,0.121,0.4705,0.0067
A2R001Q01,90240,23/04/2008,8.065,39.423,1.958,0.598,0.098,0.4901,0.0054
A2R001Q01,90240,23/04/2008,8.969,38.922,1.13,0.254,0.155,0.4703,0.0086
A2R001Q01,90240,23/04/2008,8.067,39.371,0.142,0.198,0.076,0.4823,0.0042
A2R001Q01,90240,23/04/2008,8.773,38.94,0.804,0.207,0.126,0.4607,0.007
A2R001Q01,90240,23/04/2008,8.732,39.62,1.147,0.241,0.108,0.4589,0.006
A2R001Q01,90240,23/04/2008,8.514,32.287,1.231,0.218,0.072,0.5497,0.004
A2R001Q01,90240,07/05/2008,8.68,37.154,1.166,0.315,0.1,0.4743,0.0056
A2R001Q01,90240,07/05/2008,7.87,47.792,0.131,3.401,20.118,0.431,1.1177
A2R001Q01,90240,07/05/2008,8.652,38.662,1.133,0.324,0.099,0.4717,0.0055
A2R001Q01,90240,07/05/2008,8.503,37.394,0.575,0.166,0.02,0.4756,0.0011
A2R001Q01,90240,07/05/2008,8.9,38.63,1.277,0.281,0.02,0.4462,0.0011
A2R001Q01,90240,07/05/2008,8.563,39.222,1.05,0.229,0.02,0.442,0.0011
A2R001Q01,90240,07/05/2008,8.822,41.314,1.364,0.223,0.056,0.4537,0.0031
A2R001Q01,90240,07/05/2008,8.149,39.684,2.415,0.223,0.505,0.5087,0.0281
A2R001Q01,90240,21/05/2008,8.888,39.28,1.173,0.281,0.154,0.4638,0.0086
A2R001Q01,90240,21/05/2008,7.769,1,1.261,0.668,1.905,0.4899,0.1058
A2R001Q01,90240,21/05/2008,8.047,44.023,1.187,0.263,0.119,0.5074,0.0066
A2R001Q01,90240,21/05/2008,8.562,43.961,1.217,0.155,0.112,0.516,0.0062
A2R001Q01,90240,21/05/2008,8.852,43.532,1.245,0.174,0.122,0.4973,0.0068
A2R001Q01,90240,21/05/2008,8.842,38.56,1.26,0.182,0.197,0.4544,0.0109
A2R001Q01,90240,21/05/2008,8.94,39.286,1.291,0.18,0.106,0.4451,0.0059
A2R001Q01,90240,21/05/2008,7.963,39.59,2.233,0.134,0.059,0.4763,0.0033
A2R001Q01,90240,04/06/2008,8.85,37.672,1.399,0.146,0.079,0.464,0.0044
A2R001Q01,90240,04/06/2008,8.55,34.195,1.615,0.152,-9999,0.4574,-9999
A2R001Q01,90240,04/06/2008,8.776,43.284,1.44,0.148,0.178,0.4811,0.0099
A2R001Q01,90240,04/06/2008,8.812,42.301,1.439,0.164,0.137,0.7423,0.0076
A2R001Q01,90240,04/06/2008,8.421,34.573,1.592,0.135,0.066,0.446,0.0037
A2R001Q01,90240,02/07/2008,7.478,45.864,0.04,0.801,3.708,0.5505,0.206
A2R001Q01,90240,02/07/2008,8.4,41.008,2.049,0.141,0.157,0.5036,0.0087
A2R001Q01,90240,27/08/2008,8.253,44.901,-9999,0.239,0.164,0.5637,0.0091
A2R001Q01,90240,27/08/2008,7.7,39.5,-9999,0.24,0.025,0.5256,0.0014
A2R001Q01,90240,27/08/2008,8.15,43,-9999,0.1,0.122,0.4995,0.0068
A2R001Q01,90240,27/08/2008,8.1,43,-9999,0.08,0.122,0.4891,0.0068
A2R001Q01,90240,27/08/2008,8.07,43,-9999,0.09,0.122,0.4787,0.0068
A2R001Q01,90240,27/08/2008,8.099,43.204,-9999,0.081,0.025,0.4811,0.0014
A2R001Q01,90240,27/08/2008,8.06,42,-9999,0.07,0.122,0.4787,0.0068
A2R001Q01,90240,27/08/2008,7.292,38.312,-9999,0.083,0.025,0.5252,0.0014
A2R001Q01,90240,10/09/2008,8.364,39.661,-9999,0.439,0.395,0.5397,0.0219
A2R001Q01,90240,10/09/2008,7.54,42.068,-9999,1.613,0.025,0.5033,0.0014
A2R001Q01,90240,10/09/2008,7.746,42.704,2.423,0.37,0.025,0.5584,0.0014
A2R001Q01,90240,10/09/2008,8.315,42.822,2.872,0.437,0.381,0.5592,0.0212
A2R001Q01,90240,10/09/2008,7.757,42.257,3.103,0.29,0.639,0.5496,0.0355
A2R001Q01,90240,10/09/2008,8.417,40.979,2.292,0.273,0.694,0.5472,0.0386
A2R001Q01,90240,10/09/2008,8.374,37.23,2.191,0.313,0.425,0.6636,0.0236
A2R001Q01,90240,25/09/2008,8.31,69,-9999,0.08,0.122,2.3413,0.0068
A2R001Q01,90240,25/09/2008,7.75,41.755,-9999,0.265,0.025,0.5034,0.0014
A2R001Q01,90240,25/09/2008,8.371,49.198,-9999,0.322,0.263,0.5599,0.0146
A2R001Q01,90240,25/09/2008,8.08,51.68,-9999,0.297,0.025,0.5572,0.0014
A2R001Q01,90240,25/09/2008,8.223,49.045,-9999,0.33,0.311,0.556,0.0173
A2R001Q01,90240,25/09/2008,8.224,49.316,-9999,0.322,0.369,0.5516,0.0205
A2R001Q01,90240,25/09/2008,7.884,39.806,-9999,0.307,0.025,0.4889,0.0014
A2R001Q01,90240,25/09/2008,8.33,47.793,-9999,0.318,0.841,0.5492,0.0467
A2R001Q01,90240,08/10/2008,7.765,41.588,-9999,0.395,0.298,0.5299,0.0166
A2R001Q01,90240,08/10/2008,8.477,63.143,-9999,0.373,0.412,0.534,0.0229
A2R001Q01,90240,08/10/2008,8.396,41.476,-9999,0.386,0.342,0.521,0.019
A2R001Q01,90240,08/10/2008,8.287,41.925,-9999,0.396,0.315,0.5241,0.0175
A2R001Q01,90240,08/10/2008,7.895,42.296,-9999,0.365,0.283,0.5299,0.0157
A2R001Q01,90240,08/10/2008,7.716,63.311,-9999,0.006,0.025,0.5317,0.0014
A2R001Q01,90240,08/10/2008,8.452,39.949,-9999,0.361,0.82,0.5013,0.0456
A2R001Q01,90240,08/10/2008,7.607,37.858,-9999,0.315,0.885,0.5146,0.0492
